Ts (degC),I (a.u.),P (W),q (slm)
5.721999999999999886e+01,1.978270306522557279e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.731000000000000227e+01,1.912450500281953253e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.725000000000000000e+01,1.960562429238720797e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.717999999999999972e+01,1.968467773392860079e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.692999999999999972e+01,1.948660189201130299e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.703000000000000114e+01,1.992367229943607701e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.724000000000000199e+01,1.968942039840221405e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.721999999999999886e+01,1.939338205009400845e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.710000000000000142e+01,1.945440843919173116e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.725000000000000000e+01,1.955149262875937857e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.734000000000000341e+01,1.949002276973683853e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.731000000000000227e+01,1.963379325563908089e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.725000000000000000e+01,1.951278263176692184e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.735000000000000142e+01,1.917619019069551956e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.729999999999999716e+01,1.925892443261280889e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.732999999999999829e+01,1.924965960676693358e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.729999999999999716e+01,1.948396694154132390e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.739000000000000057e+01,1.960792294483075384e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.743999999999999773e+01,1.992699832387211500e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.739999999999999858e+01,1.948036621212408179e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.760999999999999943e+01,2.002946697744359495e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.809000000000000341e+01,1.965381099530071486e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.807999999999999829e+01,1.929965344962404342e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.782999999999999829e+01,1.977935609915413195e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.775999999999999801e+01,1.917515419567673001e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.763000000000000256e+01,1.887001485902257264e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.747999999999999687e+01,1.942904811879696790e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.752000000000000313e+01,1.924887244765033945e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.760000000000000142e+01,1.930537913909770316e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.749000000000000199e+01,1.966044456625940511e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.759000000000000341e+01,1.992498053571430733e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.774000000000000199e+01,1.935672310150372097e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.765999999999999659e+01,1.966406870103379944e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.757999999999999829e+01,1.920368655789472163e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.749000000000000199e+01,1.952152761231201235e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.759000000000000341e+01,1.932544984877818963e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.750999999999999801e+01,1.967473784830829129e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.736999999999999744e+01,1.961805623261281755e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.739999999999999858e+01,1.898120631964281900e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.745000000000000284e+01,1.983794217180450913e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.757999999999999829e+01,1.968139975206762552e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.775000000000000000e+01,1.971330494943605969e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.797999999999999687e+01,1.907549172124059638e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.821000000000000085e+01,1.898099074398495723e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.828999999999999915e+01,1.914207010742477141e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.806000000000000227e+01,1.922568266616542824e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.814000000000000057e+01,1.952878820046993438e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.807999999999999829e+01,1.977668419285713229e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.821999999999999886e+01,1.978957931278193835e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.845000000000000284e+01,1.985777636419171467e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.849000000000000199e+01,1.999779706550750649e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.843999999999999773e+01,1.967221253345861100e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.839999999999999858e+01,1.917754400582708884e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.838000000000000256e+01,1.982157566785721108e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.857999999999999829e+01,1.948987248270679731e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.896999999999999886e+01,1.950321600000003586e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.878000000000000114e+01,1.943095627133460250e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.888000000000000256e+01,1.947732474755641771e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.910000000000000142e+01,1.924284495225565974e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.917000000000000171e+01,1.908587507678567665e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.911999999999999744e+01,1.915874457659771899e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.896999999999999886e+01,1.966978207189850975e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.892000000000000171e+01,1.917706973937971285e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.911999999999999744e+01,1.922705742293233983e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.928000000000000114e+01,1.960015482998116408e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.922999999999999687e+01,1.939536041870299960e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.917999999999999972e+01,1.948714760639098240e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.914000000000000057e+01,1.947079342105262214e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.913000000000000256e+01,1.920298686090226052e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.903000000000000114e+01,1.918947088308274979e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.884000000000000341e+01,1.946799340122182155e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.884000000000000341e+01,1.980178705432331190e+06,1.500000000000000000e+00,5.500000000000000000e+00
5.753000000000000114e+01,1.982769924840221647e+06,1.500000000000000000e+00,5.500000000000000000e+00
5.217999999999999972e+01,1.867418839511279017e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.914999999999999858e+01,1.791548526541349478e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.735999999999999943e+01,1.787730004116546130e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.659000000000000341e+01,1.822602261654133908e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.596000000000000085e+01,1.881037431343985721e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.565999999999999659e+01,1.865914860535715939e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.496999999999999886e+01,1.886785294313906925e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.435999999999999943e+01,1.834634216644735774e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.399000000000000199e+01,1.857373137039471883e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.361999999999999744e+01,1.884330934652258642e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.324000000000000199e+01,1.836263475874052150e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.297999999999999687e+01,1.871451459360897541e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.250999999999999801e+01,1.840918185479318723e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.234000000000000341e+01,1.849220188843992073e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.207000000000000028e+01,1.860636336569547653e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.202000000000000313e+01,1.793221516832708847e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.182999999999999829e+01,1.795507234736846061e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.167999999999999972e+01,1.821524506550745806e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.142999999999999972e+01,1.833630989125934895e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.128000000000000114e+01,1.842313637509402586e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.097999999999999687e+01,1.865019420845862478e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.050999999999999801e+01,1.839801380385330878e+06,1.500000000000000000e+00,5.500000000000000000e+00
4.021000000000000085e+01,1.878689381278190296e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.995000000000000284e+01,1.846473139031957602e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.982000000000000028e+01,1.880449710507525830e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.964999999999999858e+01,1.874499575977442553e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.946000000000000085e+01,1.874098112509395229e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.925999999999999801e+01,1.881176754812031053e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.909000000000000341e+01,1.863788668618422933e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.897999999999999687e+01,1.884006339304507943e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.889000000000000057e+01,1.876955783430455485e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.884000000000000341e+01,1.892357370733079035e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.867000000000000171e+01,1.862799484313911060e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.856000000000000227e+01,1.817319549360899022e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.878999999999999915e+01,1.857627885874054860e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.850999999999999801e+01,1.857708942321430892e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.871999999999999886e+01,1.893114965187968453e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.868999999999999773e+01,1.855148149877822958e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.867999999999999972e+01,1.867635770216166973e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.825000000000000000e+01,1.816170346325189341e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.774000000000000199e+01,1.848596620855260408e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.765999999999999659e+01,1.845080520281955134e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.790999999999999659e+01,1.903672136306399945e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.771000000000000085e+01,1.857616306381579721e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.713000000000000256e+01,1.850503171973687364e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.706000000000000227e+01,1.875911658129699295e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.690999999999999659e+01,1.855740059041353874e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.689000000000000057e+01,1.880314821738720639e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.677000000000000313e+01,1.824012126456763828e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.674000000000000199e+01,1.802935848721806193e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.663000000000000256e+01,1.890317532265033340e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.667999999999999972e+01,1.829905964943605708e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.650000000000000000e+01,1.883385358223685995e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.639999999999999858e+01,1.871053075545114465e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.621000000000000085e+01,1.870774551795112668e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.614000000000000057e+01,1.858788668402259471e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.607000000000000028e+01,1.895581150714288699e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.590999999999999659e+01,1.871786402340226108e+06,1.500000000000000000e+00,5.500000000000000000e+00
3.581000000000000227e+01,1.847753412067675265e+06,2.500000000000000000e+00,3.500000000000000000e+00
3.681000000000000227e+01,2.224761731108995155e+06,2.500000000000000000e+00,3.500000000000000000e+00
3.960000000000000142e+01,2.225361154624037445e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.046999999999999886e+01,2.223129884971766267e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.107999999999999829e+01,2.198131238938013557e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.171000000000000085e+01,2.200901940479335375e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.220000000000000284e+01,2.199287463580870070e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.253999999999999915e+01,2.204987407161694951e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.293999999999999773e+01,2.228610680498081259e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.314999999999999858e+01,2.205694864877778105e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.349000000000000199e+01,2.199412127904100809e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.374000000000000199e+01,2.229612429783793166e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.382999999999999829e+01,2.205558867434243672e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.415999999999999659e+01,2.181749583101457916e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.417000000000000171e+01,2.177157698402284179e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.429999999999999716e+01,2.220759784595834557e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.442000000000000171e+01,2.196658672415448818e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.442999999999999972e+01,2.207268197622198146e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.471000000000000085e+01,2.200777399342058692e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.488000000000000256e+01,2.232603141682330519e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.511999999999999744e+01,2.171719894821431953e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.522999999999999687e+01,2.200098028054556809e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.532999999999999829e+01,2.194926306428590789e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.546000000000000085e+01,2.168617699511257000e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.556000000000000227e+01,2.164013742575159296e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.575999999999999801e+01,2.234695211052604020e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.579999999999999716e+01,2.242799131184242666e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.596000000000000085e+01,2.232016283148528542e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.611999999999999744e+01,2.206263615056339186e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.625999999999999801e+01,2.213061762631549034e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.632999999999999829e+01,2.268590356522592716e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.627000000000000313e+01,2.240111457067705691e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.660999999999999943e+01,2.246875358909750357e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.661999999999999744e+01,2.233232006672897842e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.675999999999999801e+01,2.216499147293182090e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.696000000000000085e+01,2.194050822885370813e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.699000000000000199e+01,2.228987629934238270e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.707999999999999829e+01,2.216941754915449768e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.720000000000000284e+01,2.199027048186042812e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.746000000000000085e+01,2.170962669924850110e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.750000000000000000e+01,2.219537285836474039e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.757000000000000028e+01,2.202766115582671948e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.750000000000000000e+01,2.194887133251904044e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.752000000000000313e+01,2.250752271541377064e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.767000000000000171e+01,2.194748672086493578e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.774000000000000199e+01,2.229759267603426240e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.772999999999999687e+01,2.205690799736867659e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.771000000000000085e+01,2.204297441870315932e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.767999999999999972e+01,2.167080337105244398e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.761999999999999744e+01,2.193009284492506646e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.763000000000000256e+01,2.201980311513159424e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.761999999999999744e+01,2.188747908073313069e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.770000000000000284e+01,2.196210028674859088e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.771999999999999886e+01,2.225377415188015439e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.771999999999999886e+01,2.216848872603427619e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.788000000000000256e+01,2.208402002396611497e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.797999999999999687e+01,2.167278050780044869e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.813000000000000256e+01,2.188098594191725831e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.815999999999999659e+01,2.218361474605241325e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.818999999999999773e+01,2.219093323167293798e+06,2.500000000000000000e+00,3.500000000000000000e+00
4.839000000000000057e+01,2.225743154689809307e+06,5.500000000000000000e+00,1.500000000000000000e+00
4.867999999999999972e+01,2.216450365601469297e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.006000000000000227e+01,1.991104818890976254e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.163000000000000256e+01,1.937526137622182025e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.221000000000000085e+01,1.920153942434208468e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.285999999999999943e+01,1.907089811193607748e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.349000000000000199e+01,1.929123491221809993e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.392999999999999972e+01,1.975707296729319030e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.475999999999999801e+01,1.911942111287596170e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.535999999999999943e+01,1.963477751250000438e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.535999999999999943e+01,1.953460258392856922e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.539999999999999858e+01,1.910292403167290846e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.542999999999999972e+01,1.927568882763160393e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.536999999999999744e+01,1.886913284661653917e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.532000000000000028e+01,1.926450599436096614e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.532000000000000028e+01,1.923366266109018587e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.532000000000000028e+01,1.914757159821430221e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.629999999999999716e+01,1.967883994511275087e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.654999999999999716e+01,1.946825455573307350e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.649000000000000199e+01,1.966166164483075729e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.646999999999999886e+01,1.944845115986848250e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.640999999999999659e+01,1.927583049163534772e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.639999999999999858e+01,1.916485091109018773e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.642000000000000171e+01,1.936338746898493264e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.634000000000000341e+01,1.958030092781952117e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.643999999999999773e+01,1.946107773411655566e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.642000000000000171e+01,1.939914839097740361e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.642000000000000171e+01,1.989587659003758105e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.627000000000000313e+01,1.898195529107138282e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.634000000000000341e+01,1.930544689144737087e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.639000000000000057e+01,1.895523376437971834e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.650999999999999801e+01,1.927557303270672681e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.653000000000000114e+01,1.943335593637216836e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.672999999999999687e+01,1.945626362171051325e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.675999999999999801e+01,1.971523281174809206e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.679999999999999716e+01,1.940547522857140750e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.682999999999999829e+01,1.912259685028198408e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.715999999999999659e+01,1.951690567020677961e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.735000000000000142e+01,1.964615744351495523e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.734000000000000341e+01,1.967173580328944139e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.735000000000000142e+01,1.965955023524435237e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.732999999999999829e+01,1.945366685892857844e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.750000000000000000e+01,1.960813975234966259e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.778999999999999915e+01,1.950296470037598163e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.782000000000000028e+01,1.952917377293237485e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.785999999999999943e+01,1.972673100140979048e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.817000000000000171e+01,1.912627025949251605e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.832000000000000028e+01,1.921802295507521369e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.846999999999999886e+01,1.910451066851499258e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.825999999999999801e+01,1.944364443862776970e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.818999999999999773e+01,1.939939599501882214e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.822999999999999687e+01,1.958414926127818879e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.842000000000000171e+01,1.913818604999997653e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.821999999999999886e+01,1.943944256109023700e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.839000000000000057e+01,1.948887837095863186e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.842000000000000171e+01,1.956860687227446819e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.838000000000000256e+01,1.967392358825186500e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.849000000000000199e+01,1.961464274605264654e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.865999999999999659e+01,1.937532666484963149e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.860999999999999943e+01,1.951098288298870204e+06,5.500000000000000000e+00,1.500000000000000000e+00
5.860000000000000142e+01,1.957028959426693385e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.878999999999999915e+01,1.993880201503758784e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.814999999999999858e+01,2.107591679971762933e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.721999999999999886e+01,2.130259275620315690e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.646000000000000085e+01,2.104682886823325418e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.609000000000000341e+01,2.114778356475536246e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.578999999999999915e+01,2.121956779511235189e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.553000000000000114e+01,2.169462016973726451e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.546000000000000085e+01,2.074725754285711097e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.535999999999999943e+01,2.113885503693636507e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.525000000000000000e+01,2.141092753139145672e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.521999999999999886e+01,2.185868925958620850e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.521000000000000085e+01,2.162001128233125433e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.507999999999999829e+01,2.178376747951162048e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.511999999999999744e+01,2.152005685686043464e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.510000000000000142e+01,2.137614224323297851e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.507999999999999829e+01,2.147340258890941739e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.524000000000000199e+01,2.109317517095861491e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.525000000000000000e+01,2.115246709990587551e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.536999999999999744e+01,2.147533414680442773e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.532000000000000028e+01,2.147536987077103928e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.517999999999999972e+01,2.134652461156026460e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.504999999999999716e+01,2.134673033233133145e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.507000000000000028e+01,2.163566084323285148e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.506000000000000227e+01,2.136627750112820417e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.507999999999999829e+01,2.131476231005677022e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.493999999999999773e+01,2.113781781005679164e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.489000000000000057e+01,2.108008048956810962e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.489000000000000057e+01,2.145101474887184333e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.478999999999999915e+01,2.137680252067711670e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.471999999999999886e+01,2.158421340451166499e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.468999999999999773e+01,2.148040695000022184e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.463000000000000256e+01,2.132657585610883310e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.460000000000000142e+01,2.126597445902294014e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.464000000000000057e+01,2.116287386080860160e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.464000000000000057e+01,2.153277951625979040e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.471000000000000085e+01,2.107195636691723019e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.475999999999999801e+01,2.125454402171083260e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.470000000000000284e+01,2.163804079849630129e+06,3.500000000000000000e+00,2.500000000000000000e+00
5.460999999999999943e+01,2.150103692452992778e+06,3.500000000000000000e+00,2.500000000000000000e+00
