t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
8.476000000000000000e+03,5.100000000000000000e+01,8.100000000000000533e-01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.699999999999999905e-03,0.000000000000000000e+00,1.409999999999999920e+00
1.011400000000000000e+04,5.300000000000000000e+01,5.490000000000000213e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.580000000000000071e+00,1.500000000000000000e+00,1.000014999999999930e+02,1.100000000000000089e+00,1.429999999999999938e+00
1.065200000000000000e+04,6.400000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.669999999999999929e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.169999999999999929e+00,1.000015999999999963e+02,1.699999999999999956e+00,1.560000000000000053e+00
1.117100000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.709999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.120000000000000107e+00,1.000015999999999963e+02,1.709999999999999964e+00,1.550000000000000044e+00
1.166600000000000000e+04,6.800000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.589999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.330000000000000071e+00,1.000014999999999930e+02,1.709999999999999964e+00,1.550000000000000044e+00
1.216100000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.299999999999999822e+00,1.000014999999999930e+02,1.709999999999999964e+00,1.530000000000000027e+00
1.265500000000000000e+04,6.400000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.399999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.330000000000000071e+00,1.000015999999999963e+02,1.709999999999999964e+00,1.550000000000000044e+00
1.315000000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.379999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.669999999999999929e+00,4.349999999999999645e+00,1.000015999999999963e+02,1.709999999999999964e+00,1.560000000000000053e+00
1.366700000000000000e+04,6.800000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.649999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.190000000000000391e+00,1.000015999999999963e+02,1.709999999999999964e+00,1.550000000000000044e+00
1.416100000000000000e+04,6.800000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.430000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.150000000000000355e+00,1.000015999999999963e+02,1.719999999999999973e+00,1.540000000000000036e+00
