t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
1.000700000000000000e+04,5.000000000000000000e+01,8.900000000000000133e-01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,7.000000000000000666e-02,0.000000000000000000e+00,1.000014000000000038e+02,5.000000000000000278e-02,1.419999999999999929e+00
1.163500000000000000e+04,5.400000000000000000e+01,5.509999999999999787e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.560000000000000053e+00,1.500000000000000000e+00,1.000015999999999963e+02,1.090000000000000080e+00,1.429999999999999938e+00
1.215200000000000000e+04,6.300000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.259999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.129999999999999893e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.267000000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.299999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.089999999999999858e+00,1.000015999999999963e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.316500000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.359999999999999876e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.779999999999999805e+00,1.000015999999999963e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.366100000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.540000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,3.250000000000000000e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.560000000000000053e+00
1.415400000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.569999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,3.169999999999999929e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.467300000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.589999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.109999999999999876e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.516800000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.609999999999999876e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.330000000000000071e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.566200000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.309999999999999609e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.560000000000000053e+00
1.615500000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.269999999999999574e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.667200000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.629999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.280000000000000249e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.560000000000000053e+00
1.716800000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.660000000000000142e+00,4.299999999999999822e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.570000000000000062e+00
1.766200000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.609999999999999876e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.620000000000000107e+00,4.320000000000000284e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.540000000000000036e+00
1.815700000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.299999999999999822e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.550000000000000044e+00
1.867400000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.620000000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.299999999999999822e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.570000000000000062e+00
6.400000000000000133e-01,1.560000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.259999999999999787e+00,2.640000000000000124e+00,1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.037549999999999955e+03,0.000000000000000000e+00,0.000000000000000000e+00
1.966400000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.629999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.660000000000000142e+00,4.280000000000000249e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.570000000000000062e+00
2.016000000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.649999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.250000000000000000e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.067800000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.629999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.280000000000000249e+00,1.000014000000000038e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.117200000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.259999999999999787e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.166700000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.629999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.660000000000000142e+00,4.280000000000000249e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.570000000000000062e+00
2.216300000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.629999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.669999999999999929e+00,4.280000000000000249e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.570000000000000062e+00
2.265800000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.259999999999999787e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.560000000000000053e+00
2.317600000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.269999999999999574e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.367000000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.629999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.280000000000000249e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.416400000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.669999999999999929e+00,4.259999999999999787e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.570000000000000062e+00
2.465800000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.660000000000000142e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.209999999999999964e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.517700000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.660000000000000142e+00,4.250000000000000000e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.570000000000000062e+00
2.567000000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.649999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.240000000000000213e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.560000000000000053e+00
2.616600000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.640000000000000124e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.250000000000000000e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.666000000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.649999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,4.230000000000000426e+00,1.000014999999999930e+02,1.709999999999999964e+00,1.550000000000000044e+00
2.717900000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.009999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.660000000000000142e+00,4.019999999999999574e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.570000000000000062e+00
2.767300000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.020000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.979999999999999982e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.816700000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.020000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,3.990000000000000213e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.560000000000000053e+00
2.866000000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.009999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.009999999999999787e+00,1.000014999999999930e+02,1.709999999999999964e+00,1.550000000000000044e+00
2.917900000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.020000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.660000000000000142e+00,3.959999999999999964e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.570000000000000062e+00
2.967400000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.009999999999999787e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.030000000000000249e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
3.016800000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.040000000000000036e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.544753571428571377e+03,1.668801964285714348e+03,1.743699107142857201e+03,1.753061249999999973e+03,1.626672321428571422e+03,1.376234999999999900e+03,1.331764821428571395e+03,1.399640357142857056e+03,1.530710357142857220e+03,1.617310178571428651e+03,1.827958392857142826e+03,2.216487321428571249e+03,2.480967857142857156e+03,2.691616071428571558e+03
2.745448392857143062e+03,2.148611785714285816e+03,1.668801964285714348e+03,1.413683571428571440e+03,1.294316250000000082e+03,1.233462321428571386e+03,1.315381071428571431e+03,1.273251428571428505e+03,1.266229821428571540e+03,1.317721607142857238e+03,1.261548749999999927e+03,1.165586785714285725e+03,1.280273035714285697e+03,1.280273035714285697e+03
1.263889285714285734e+03,1.334105357142857201e+03,1.273251428571428505e+03,1.294316250000000082e+03,1.263889285714285734e+03,1.280273035714285697e+03,1.268570357142857119e+03,1.291975714285714275e+03,1.228781250000000000e+03,1.306018928571428660e+03,1.301337857142857047e+03,1.303678392857142853e+03,1.298997321428571468e+03,1.282613571428571504e+03
1.362191785714285743e+03,1.273251428571428505e+03,1.331764821428571395e+03,1.338786428571428587e+03,1.411343035714285634e+03,1.411343035714285634e+03,1.504964464285714257e+03,1.514326607142857256e+03,1.423045714285714212e+03,1.343467499999999973e+03,1.263889285714285734e+03,1.334105357142857201e+03,1.366872857142857129e+03,1.394959285714285670e+03
1.483899642857142908e+03,1.554115714285714375e+03,1.685185714285714312e+03,1.874769107142857138e+03,2.115844285714285888e+03,2.050309285714285579e+03,1.598585892857142881e+03,1.268570357142857119e+03,1.406661964285714248e+03,1.324743214285714203e+03,1.366872857142857129e+03,1.338786428571428587e+03,1.516667142857142835e+03,1.692207321428571504e+03
1.811574642857142862e+03,2.062011964285714384e+03,2.373303214285714148e+03,2.586291964285714130e+03,2.836729285714285652e+03,1.973071607142857147e+03,1.380916071428571513e+03,1.294316250000000082e+03,1.280273035714285697e+03,1.284954107142857083e+03,1.350489107142857165e+03,1.254527142857142962e+03,1.320062142857142817e+03,1.291975714285714275e+03
1.352829642857142744e+03,1.306018928571428660e+03,1.313040535714285625e+03,1.378575535714285706e+03,1.345808035714285779e+03,1.298997321428571468e+03,1.334105357142857201e+03,1.369213392857142935e+03,1.296656785714285661e+03,1.373894464285714321e+03,1.364532321428571322e+03,1.397299821428571477e+03,1.486240178571428487e+03,1.542413035714285797e+03
1.640715535714285807e+03,1.554115714285714375e+03,1.701569464285714275e+03,1.778807142857142935e+03,1.846682678571428596e+03,1.987114821428571531e+03,1.834980000000000018e+03,1.448791607142857174e+03,1.423045714285714212e+03,1.453472678571428560e+03,1.437088928571428596e+03,1.565818392857142953e+03,1.671142499999999927e+03,1.638375000000000000e+03
1.390278214285714284e+03,1.320062142857142817e+03,1.298997321428571468e+03,1.298997321428571468e+03,1.249846071428571349e+03,1.341126964285714394e+03,1.362191785714285743e+03,1.453472678571428560e+03,1.467515892857142944e+03,1.547094107142857183e+03,1.692207321428571504e+03,1.881790714285714330e+03,1.966049999999999955e+03,2.221168392857142862e+03
1.809234107142857056e+03,1.308359464285714239e+03,1.320062142857142817e+03,1.313040535714285625e+03,1.317721607142857238e+03,1.273251428571428505e+03,1.282613571428571504e+03,1.373894464285714321e+03,1.387937678571428478e+03,1.401980892857142862e+03,1.465175357142857138e+03,1.469856428571428523e+03,1.589223750000000109e+03,1.806893571428571477e+03
1.970731071428571340e+03,2.090098392857142699e+03,1.966049999999999955e+03,1.479218571428571522e+03,1.341126964285714394e+03,1.296656785714285661e+03,1.348148571428571358e+03,1.303678392857142853e+03,1.291975714285714275e+03,1.364532321428571322e+03,1.378575535714285706e+03,1.345808035714285779e+03,1.352829642857142744e+03,1.291975714285714275e+03
1.270910892857142926e+03,1.287294642857142890e+03,1.198354285714285652e+03,1.359851249999999936e+03,1.359851249999999936e+03,1.406661964285714248e+03,1.338786428571428587e+03,1.345808035714285779e+03,1.420705178571428632e+03,1.425386250000000018e+03,1.509645535714285643e+03,1.355170178571428551e+03,1.334105357142857201e+03,1.348148571428571358e+03
1.404321428571428669e+03,1.310700000000000045e+03,1.303678392857142853e+03,1.294316250000000082e+03,1.327083750000000009e+03,1.366872857142857129e+03,1.446451071428571368e+03,1.502623928571428678e+03,1.547094107142857183e+03,1.563477857142857147e+03,1.640715535714285807e+03,1.722634285714285625e+03,1.661780357142857156e+03,1.455813214285714366e+03
1.364532321428571322e+03,1.401980892857142862e+03,1.364532321428571322e+03,1.362191785714285743e+03,1.441769999999999982e+03,1.369213392857142935e+03,1.392618750000000091e+03,1.458153749999999945e+03,1.437088928571428596e+03,1.519007678571428642e+03,1.460494285714285752e+03,1.551775178571428569e+03,1.734336964285714203e+03,1.790509821428571513e+03
1.902855535714285679e+03,2.003498571428571495e+03,2.015201250000000073e+03,1.799871964285714284e+03,1.879450178571428523e+03,1.664120892857142962e+03,1.547094107142857183e+03,1.544753571428571377e+03,1.476878035714285716e+03,1.474537499999999909e+03,1.533050892857142799e+03,1.530710357142857220e+03,1.572839999999999918e+03,1.563477857142857147e+03
1.605607500000000073e+03,1.629012857142857229e+03,1.650077678571428578e+03,1.666461428571428542e+03,1.790509821428571513e+03,1.804553035714285670e+03,1.839661071428571404e+03,1.923920357142857256e+03,1.987114821428571531e+03,1.856044821428571368e+03,1.827958392857142826e+03,1.884131249999999909e+03,1.959028392857142762e+03,1.877109642857142944e+03
1.818596250000000055e+03,1.902855535714285679e+03,1.970731071428571340e+03,1.916898750000000064e+03,1.989455357142857110e+03,1.984774285714285725e+03,2.052649821428571613e+03,2.050309285714285579e+03,2.181379285714285743e+03,2.193081964285714093e+03,2.232871071428571213e+03,2.279681785714285525e+03,2.331173571428571449e+03,2.347557321428571413e+03
2.469265178571428351e+03,2.434157142857142844e+03,2.483308392857142735e+03,2.583951428571428551e+03,2.600335178571428514e+03,2.661189107142857210e+03,2.668210714285714403e+03,2.846091428571428423e+03,2.925669642857142662e+03,2.813323928571428496e+03,2.986523571428571358e+03,3.040355892857142862e+03,2.998226250000000164e+03,3.197171785714285761e+03
3.297814821428571577e+03,3.353987678571428660e+03,3.342284999999999854e+03,3.475695535714285597e+03,3.566976428571428642e+03,3.641873571428571267e+03,3.590381785714285797e+03,3.536549464285714294e+03,3.623149285714285725e+03,3.592722321428571377e+03,3.529527857142857101e+03,3.550592678571428678e+03,3.749538214285714275e+03,3.672300535714285616e+03
3.564635892857143062e+03,3.487398214285714403e+03,3.581019642857143026e+03,3.557614285714285870e+03,3.468673928571428405e+03,3.478036071428571631e+03,3.386755178571428587e+03,3.375052499999999782e+03,3.421863214285714093e+03,3.386755178571428587e+03,3.391436250000000200e+03,3.314198571428571540e+03,3.349306607142857047e+03,3.316539107142857119e+03
3.126955714285714294e+03,3.023972142857142899e+03,3.061420714285714439e+03,2.881199464285714384e+03,2.913966964285714312e+03,2.850772500000000036e+03,2.902264285714285506e+03,2.862475178571428387e+03,2.876518392857142771e+03,2.775875357142856956e+03,2.754810535714285834e+03,2.621400000000000091e+03,2.707999821428571522e+03,2.722043035714285907e+03
2.630762142857142862e+03,2.558205535714285816e+03,2.635443214285714475e+03,2.602675714285714093e+03,2.586291964285714130e+03,2.520756964285714275e+03,2.511394821428571504e+03,2.572248750000000200e+03,2.572248750000000200e+03,2.523097499999999854e+03,2.504373214285714312e+03,2.633102678571428442e+03,2.546502857142857010e+03,2.452881428571428387e+03
2.492670535714285506e+03,2.441178750000000036e+03,2.506713749999999891e+03,2.408411250000000109e+03,2.476286785714285543e+03,2.471605714285714384e+03,2.485648928571428769e+03,2.469265178571428351e+03,2.480967857142857156e+03,2.534800178571428660e+03,2.424795000000000073e+03,2.443519285714285616e+03,2.448200357142857229e+03,2.373303214285714148e+03
