t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
1.199200000000000000e+04,5.100000000000000000e+01,9.799999999999999822e-01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000031e-03,0.000000000000000000e+00,1.419999999999999929e+00
1.361800000000000000e+04,5.400000000000000000e+01,5.490000000000000213e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.570000000000000062e+00,1.500000000000000000e+00,1.000014999999999930e+02,1.090000000000000080e+00,1.439999999999999947e+00
1.415600000000000000e+04,6.200000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.180000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.620000000000000107e+00,4.370000000000000107e+00,1.000015999999999963e+02,1.699999999999999956e+00,1.540000000000000036e+00
1.467400000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.229999999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,4.299999999999999822e+00,1.000015999999999963e+02,1.679999999999999938e+00,1.570000000000000062e+00
1.516900000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.680000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,4.360000000000000320e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.560000000000000053e+00
1.566300000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.620000000000000107e+00,3.700000000000000178e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.550000000000000044e+00
1.615700000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,3.709999999999999964e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.560000000000000053e+00
1.667500000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.720000000000000195e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.550000000000000044e+00
1.717000000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.649999999999999911e+00,3.720000000000000195e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.570000000000000062e+00
1.766500000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.720000000000000195e+00,1.000015999999999963e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.815800000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.720000000000000195e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.867700000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.720000000000000195e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
1.917100000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.660000000000000142e+00,3.720000000000000195e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.570000000000000062e+00
1.966500000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.729999999999999982e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.016100000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.720000000000000195e+00,1.000015999999999963e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.067900000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,3.720000000000000195e+00,1.000015999999999963e+02,1.699999999999999956e+00,1.560000000000000053e+00
2.117500000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.709999999999999964e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.550000000000000044e+00
2.166900000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.709999999999999964e+00,1.000015999999999963e+02,1.689999999999999947e+00,1.550000000000000044e+00
2.216400000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.080000000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.640000000000000124e+00,3.709999999999999964e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.560000000000000053e+00
2.265800000000000000e+04,6.500000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.069999999999999840e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.629999999999999893e+00,3.720000000000000195e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.550000000000000044e+00
2.317700000000000000e+04,6.600000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.549999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.660000000000000142e+00,4.030000000000000249e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.570000000000000062e+00
2.367100000000000000e+04,6.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+01,3.549999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.669999999999999929e+00,4.030000000000000249e+00,1.000015999999999963e+02,1.699999999999999956e+00,1.570000000000000062e+00
